"name","fgapg","fgpct","fgpg","ftapg","ftpct","games","height","pfpg","ptspg","sospg","trbpg"
"Elmore Spencer",7.5,0.603,4.5,3.1,0.516,70,7.1,2.2,10.6,4.56,5.9
"Elston Turner",13.2,0.504,6.7,3.7,0.709,113,6.5,3,16,6.9,7.3
"Elton Brand",9.7,0.612,5.9,6.5,0.672,60,6.8,2.5,16.2,9.73,8.9
"Elvin Hayes",24.4,0.536,13.1,8.3,0.59,93,6.9,2.6,31,-0.11,17.2
"Emanual Davis",12.3,0.465,5.7,5.7,0.725,72,6.4,1.5,17.6,-11.61,5.3
"Emeka Okafor",9.7,0.59,5.7,4.3,0.564,103,6.1,2.6,13.8,7.61,10.6
"Ennis Whatley",10.3,0.498,5.1,4.5,0.748,63,6.3,2.7,13.7,7.63,3.2
"Eric Anderson",9.4,0.515,4.8,4.4,0.734,131,6.9,2.8,13.1,11.07,6.3
"Eric Bledsoe",8.4,0.462,3.9,3.3,0.667,37,6.1,2.2,11.3,6.82,3.1
"Eric Fernsten",7.3,0.47,3.4,2.4,0.653,82,6.1,2.8,8.4,2.21,9.4
"Eric Gordon",13.3,0.433,5.8,8.7,0.834,32,6.3,2.2,20.9,6.08,3.3
"Eric Johnson",8.3,0.412,3.4,2.4,0.727,119,6.2,2.4,8.9,5.15,3
"Eric Leckner",9.4,0.612,5.7,4.8,0.681,131,6.1,3.2,14.8,2.68,5.9
"Eric Maynor",11.2,0.449,5,4.9,0.791,130,6.2,2,15,-0.76,3.4
"Eric Mika",10.5,0.528,5.6,7.1,0.707,67,6.1,3,16.1,3.8,7.8
"Eric Mobley",7.6,0.557,4.2,3.7,0.486,88,6.1,2.8,10.2,9.01,6.8
"Eric Money",15.6,0.486,7.6,4.5,0.764,48,6.1,3,18.6,4.32,2.7
"Eric Montross",7.7,0.585,4.5,4.3,0.624,139,7.1,2.9,11.7,10.41,6.8
"Eric Moreland",5,0.535,2.7,3.3,0.531,89,6.1,2.4,7.2,4.64,8.6
"Eric Murdock",13.5,0.435,5.9,5.2,0.784,117,6.1,2.9,17.3,7.26,4.3
"Eric Paschall",9.2,0.468,4.3,3.2,0.765,137,6.8,2.3,12.3,7.55,5.1
"Eric Piatkowski",11.7,0.471,5.5,4,0.777,123,6.7,2.1,15.7,7.63,5.4
"Eric Riley",4.5,0.531,2.4,2.1,0.67,126,7.1,2.8,6.2,10.74,5.2
"Eric Snow",4.6,0.521,2.4,2,0.459,113,6.3,2.2,5.9,9.81,2.6
"Eric Washington",10.9,0.435,4.7,2.4,0.785,112,6.4,2,13.7,6.2,5
"Eric White",11.4,0.525,6,3.3,0.717,117,6.8,2.8,14.3,0.2,6.9
"Eric Williams",12.9,0.453,5.8,6.7,0.673,60,6.8,2.7,16.7,8.75,5.9
"Erick Barkley",12.3,0.396,4.9,4.4,0.727,65,6.1,2.4,14.6,8.02,3.1
"Erick Dampier",8.8,0.587,5.2,5.1,0.566,93,6.1,2.9,13.2,8.21,9.2
"Erick Green",10.5,0.437,4.6,4,0.804,129,6.3,1.6,13.5,5.97,2.6
"Erick Strickland",9.6,0.439,4.2,3.4,0.776,127,6.3,2.8,12.5,6.23,4
"Erik Daniels",6.3,0.559,3.5,1.8,0.611,127,6.8,1.9,8.3,10.23,4.1
"Erik McCree",9.4,0.459,4.3,3.5,0.738,123,6.8,1.8,12.3,-3.24,6.2
"Erik Murphy",5.7,0.514,2.9,1.1,0.757,136,6.1,2.2,7.7,7.22,3.7
"Ernie DiGregorio",18.8,0.468,8.8,3.5,0.812,86,6.1,2.4,20.5,1.43,3.4
"Ernie Grunfeld",17,0.506,8.6,6.5,0.789,101,6.6,3,22.3,5.7,6.6
"Ervin Johnson",8.8,0.591,5.2,4.2,0.646,123,6.1,3.1,13.1,0.68,10.5
"Etan Thomas",6.8,0.6,4.1,4.8,0.598,122,6.9,2.8,11,7.2,6.9
"Etdrick Bohannon",2.8,0.387,1.1,1.8,0.537,38,6.9,1.4,3.1,8.45,2.9
"Eugene Goo Kennedy",13.8,0.589,8.2,6.4,0.645,26,6.6,3.5,20.4,-1.04,16.6
"Eugene Omoruyi",8,0.453,3.6,3.2,0.674,121,6.6,2.3,9.9,8.12,4.8
"Evan Eschmeyer",9.3,0.595,5.5,7.7,0.655,112,6.1,3.3,16.1,7.16,8.9
"Evan Mobley",10.3,0.578,6,5.8,0.694,33,7.1,1.8,16.4,10.65,8.7
"Evan Turner",10.6,0.502,5.3,5,0.758,101,6.7,2.7,15,7.86,6.8
"Everette Stephens",6.4,0.499,3.2,2.3,0.722,119,6.2,2,8.8,9.11,2
"Evers Burns",9.7,0.499,4.8,3.2,0.614,113,6.8,2.5,11.6,7.8,5.6
"Evric Gray",8.2,0.492,4,3.2,0.684,92,6.7,NULL,11.1,3.71,5.6
"Fab Melo",3.6,0.576,2.1,1.3,0.553,63,7.1,2.3,4.9,8.4,3.8
"Fat Lever",8.2,0.45,3.7,3.5,0.753,113,6.3,2.5,10.1,5.79,4
"Felipe Lopez",14.2,0.415,5.9,5.9,0.657,114,6.5,2.7,16.9,7.86,5.8
"Felton Spencer",4.9,0.628,3.1,3.9,0.676,134,7.1,2.9,8.7,8.33,5.2
"Fennis Dembo",12.6,0.506,6.4,5.3,0.77,129,6.5,3.2,17.9,2.68,7.4
"Festus Ezeli",4.9,0.562,2.7,3.9,0.584,121,6.1,2.6,7.7,6.64,4.5
"Forest Able",14.3,0.358,5.1,3.1,0.751,108,6.2,3.7,12.7,3.59,4.6
"Forrest McKenzie",16.5,0.491,8.1,3,0.833,110,6.7,2.8,18.7,0.3,6.6
"Fran O'Hanlon",7.8,0.417,3.2,2.7,0.743,81,1.0,2.5,8.5,3.07,2.6
"Francisco Elson",4.8,0.477,2.3,1.7,0.51,58,7.1,2.9,5.5,7.92,5
"Francisco Garcia",10.5,0.448,4.7,3.7,0.849,98,6.7,2.7,14.4,6.66,3.9
"Frank Brickowski",6.2,0.538,3.3,2.5,0.757,101,6.9,3.1,8.5,0.8,5.4
"Frank Jackson",7.8,0.473,3.7,2.8,0.755,36,6.3,2.4,10.9,10.91,2.5
"Frank Johnson",12.2,0.483,5.9,3.7,0.753,120,6.1,2.7,14.6,7.87,2.6
"Frank Kaminsky",7,0.522,3.7,2.7,0.763,144,7.1,1.6,10.1,9.61,4.6
"Frank Kornet",6,0.534,3.2,2.4,0.642,117,6.9,2,8,8.51,4.5
"Frank Mason",9.2,0.454,4.2,4.4,0.761,145,5.1,2,13,11.74,3.4
"Frank Radovich",9.9,0.463,4.6,3.1,0.685,69,6.7,2.7,11.3,6.02,9.6
"Frank Ramsey",14.4,0.38,5.5,5.7,0.668,91,6.3,3.4,14.8,-0.19,11.4
"Frank Reddout",NULL,NULL,3.5,4.8,0.657,65,6.5,3.3,10.2,1.9,NULL
"Frank Russell",15.5,0.447,6.9,2.9,0.679,75,6.3,2.5,15.8,2.77,4.6
"Frank Saul",13.5,0.734,9.9,9,0.693,24,6.1,4.5,26,NULL,NULL
"Frank Selvy",27.5,0.43,11.8,11.6,0.766,78,6.3,3,32.5,-10.81,13.8
"Frank Williams",11.7,0.396,4.6,4.6,0.807,101,6.3,1.8,14.3,10.3,4
"Frankie Brian",NULL,NULL,5.7,NULL,NULL,36,6.1,NULL,15.3,NULL,NULL
"Frankie King",18.7,0.484,9.1,9.2,0.78,56,6.1,2.6,26.7,-2.03,7.4
"Frankie Sanders",20.9,0.561,11.7,6,0.671,27,6.6,NULL,27.4,-7.63,10.6
"Franklin Edwards",17.7,0.501,8.9,5.1,0.813,102,6.1,1.8,21.9,-5.52,3
"Franz Wagner",9.3,0.465,4.3,2.4,0.835,55,6.9,2.4,12,11.21,6.1
"Fred Brown",18.6,0.501,9.3,5,0.819,48,6.3,3.5,22.7,4.62,4.2
"Fred Cofield",13.2,0.471,6.2,2.9,0.801,106,6.3,2.8,14.7,2.85,2.5
"Fred Hetzel",18.1,0.554,10,7.2,0.789,79,6.8,2.6,25.7,-1.47,13.8
"Fred Hoiberg",10.4,0.511,5.3,4.4,0.844,126,6.4,1.7,15.8,8.17,5.9
"Fred Jones",9.2,0.481,4.4,3.9,0.805,125,6.4,2.5,13.2,8.05,5
"Fred Roberts",10.6,0.546,5.8,5.1,0.776,119,6.1,2.8,15.5,4.33,7
"Fred Schaus",NULL,NULL,5.9,6,0.757,39,6.5,NULL,16.4,NULL,NULL
"Fred VanVleet",7.7,0.426,3.3,3.3,0.805,141,6.1,1.5,10.2,3.94,3.3
"Fred Vinson",6,0.411,2.5,0.7,0.795,61,6.4,1.1,7,9.82,2.5
"Freddie Gillespie",5.3,0.582,3.1,2.3,0.646,56,6.9,2.8,7.6,9.2,6.9
"Freddie Lewis",14.4,0.448,6.4,6.7,0.794,53,6.1,2.7,18.2,6.18,6.5
"Freeman Williams",27.6,0.468,12.9,6.1,0.789,106,6.4,2.4,30.7,-0.96,4.3
"Gabe Pruitt",10.2,0.438,4.5,3.3,0.778,80,6.4,2.3,13.8,6.92,3.1
"Gabe Vincent",10.7,0.409,4.4,2.4,0.769,113,6.3,2.7,12.8,-0.74,2.7
"Gail Goodrich",15,0.476,7.2,6.7,0.702,89,6.1,2.6,19,6.02,4.7
"Gal Mekel",5.7,0.379,2.2,1.9,0.809,62,6.3,1.5,6.7,4.6,2.1
"Gani Lawal",8.2,0.548,4.5,5,0.552,99,6.9,2.4,11.8,8.64,7.2
"Gar Heard",13.5,0.466,6.3,5.3,0.6,78,6.6,3.1,15.7,3.13,10.6
"Garrett Temple",5.9,0.371,2.2,1.9,0.783,134,6.6,2.6,6.7,6.28,3.7
"Garrison Mathews",12.6,0.446,5.6,5.8,0.789,134,6.5,2.3,18.5,-3.32,5
"Garry Witts",8.8,0.541,4.8,3.3,0.792,115,6.7,3.2,12.2,-2.89,4.8
"Gary Alcorn",18.6,0.396,7.4,5.9,0.626,52,6.8,2.9,18.4,-2.76,13.7
"Gary Alexander",11,0.531,5.8,4.8,0.617,87,6.7,NULL,14.6,1.78,9.9
"Gary Bradds",14.2,0.535,7.6,7,0.778,74,6.8,2.2,20.7,6.65,9.5
"Gary Brokaw",14.5,0.487,7.1,4.4,0.713,58,6.3,2.7,17.3,6.06,4.6
"Gary Clark",7.4,0.525,3.9,3.3,0.698,139,6.7,2,10.5,4.67,8.1
"Gary Forbes",10.7,0.426,4.5,4.1,0.653,129,6.7,2.3,12.7,6.25,5.5
"Gary Garland",11.2,0.441,4.9,1.7,0.796,108,6.4,1.2,11.2,3.14,4.5
"Gary Grant",13.1,0.528,6.9,3.5,0.79,129,6.3,2.4,17.2,9,3.5
"Gary Harris",11.4,0.44,5,3.5,0.788,69,6.4,2,14.9,9.96,3.3
"Gary Leonard",4.7,0.56,2.6,2.3,0.516,132,7.1,1.9,6.4,8.64,4
"Gary Neal",16.3,0.427,7,5.9,0.827,106,6.4,2.2,21.7,0.78,3.9
"Gary Payton",12,0.485,5.8,3.5,0.652,63,6.3,2.7,14.7,7.11,7.7
"Gary Payton",14.3,0.485,6.9,4.1,0.684,120,6.4,3.5,18.1,6.72,4
"Gary Plummer",10.1,0.487,4.9,3.6,0.761,90,6.9,3.1,12.5,-5.02,6.7
"Gary Trent",11.5,0.415,4.8,2.6,0.876,37,6.6,1.7,14.5,9.71,4.2
"Gary Trent",14.9,0.573,8.6,7.8,0.687,93,6.8,2.2,22.7,0.19,11.3
"Gary Voce",3.7,0.547,2,1.8,0.742,108,6.9,NULL,5.5,4.23,4.9
"Gaylon Nickerson",9.6,0.419,4,2.4,0.638,59,6.3,2.3,9.8,7.53,4.6
"Geert Hammink",5.3,0.471,2.5,2.2,0.685,113,7.1,1.8,6.5,7.33,4.7
"Gene Banks",12.6,0.531,6.7,4.8,0.722,124,6.7,2.7,16.8,8.06,7.9
"Gene Conley",NULL,NULL,4.7,5.6,0.711,32,6.7,3.6,13.3,1.47,NULL
"Gene Moore",11.9,0.403,4.8,2.5,0.654,77,6.7,3.5,11.2,5.29,10.3
"Gene Shue",14.4,0.466,6.7,6.9,0.729,72,6.2,2.6,18.5,-7.38,NULL
"Geno Carlisle",13.4,0.396,5.3,5,0.766,108,6.3,1.6,16.3,6.98,2.7
"Geoff Crompton",3,0.491,1.5,1.2,0.455,36,6.1,1.7,3.5,7.5,3.3
"Geoff Huston",7.7,0.508,3.9,1.9,0.685,117,6.2,1.8,9.1,1.81,1.8
"Geoff Petrie",16.3,0.451,7.4,4.8,0.754,72,6.3,2.8,18.3,-0.62,5.4
"George Blaney",12.5,0.442,5.5,2.9,0.717,77,1.0,0.7,13.1,-2.29,3.1
"George Brown",16.5,0.404,6.7,5.9,0.748,18,6.5,2.4,17.8,NULL,14.8
"George Carter",16.9,0.446,7.5,6.4,0.694,68,6.5,3.3,19.4,-0.95,12.5
"George Gervin",NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL,NULL,NULL
"George Hill",10.7,0.529,5.6,6.1,0.785,95,6.2,2.8,17,-3.26,5.8
"George Irvine",11.5,0.558,6.4,5.4,0.744,78,6.6,3,16.8,3.93,7.3
"George Johnson",12.7,0.5,6.4,3.2,0.737,117,6.7,2.9,15.1,0.89,10.6
"George Karl",10.3,0.512,5.3,4.2,0.78,94,6.3,3,13.8,5.73,3
"George King",7.9,0.444,3.5,2.4,0.731,127,6.6,1.8,10.2,7.36,5.4
"George Lynch",9.8,0.519,5.1,3.4,0.651,140,6.8,2.8,12.5,10.82,7.8
"George McCloud",9.8,0.46,4.5,3.5,0.778,117,6.6,2,13.5,5.19,3.4
"George McGinnis",25.6,0.46,11.8,10.4,0.614,24,6.8,4,30,3.79,14.7
"George Mikan",NULL,NULL,7.2,6.8,0.68,98,6.1,NULL,19.1,NULL,NULL
"George Peeples",13.2,0.445,5.9,5.6,0.595,68,6.7,3.6,15.1,6.91,9.6
"George Stone",20.3,0.454,9.2,4.8,0.827,77,6.7,2.3,22.4,-0.88,9.7
"George Sutor",12.2,0.434,5.3,5.5,0.563,71,6.7,2.9,13.7,-3.18,11.6
"George Thompson",15.5,0.487,7.6,7.7,0.678,87,6.2,3.1,20.4,2.7,7.9
"George Yardley",11.7,0.376,4.4,4,0.698,71,6.5,1.7,11.5,0.44,NULL
"George Zidek",5.4,0.52,2.8,2.1,0.744,104,7.1,2.7,7.1,8.91,4.2
"Georges Niang",12.3,0.5,6.2,3.2,0.763,138,6.8,3.1,16.1,8.83,5.2
"Gerald Brown",10.9,0.462,5.1,3.1,0.768,110,6.4,NULL,13.3,1.16,4.2
"Gerald Fitch",8,0.452,3.6,2.9,0.736,127,6.3,1.9,11,10.23,4.2
"Gerald Glass",19.9,0.511,10.2,5.8,0.736,60,6.5,3.3,26.1,6.23,8.1
"Gerald Henderson",9.7,0.458,4.4,3.9,0.706,103,6.5,1.7,12.3,9.61,4.2
"Gerald Henderson",13.8,0.481,6.6,2.8,0.627,103,6.2,2.6,15,-6.46,3.2
"Gerald Madkins",5,0.52,2.6,2,0.725,123,6.4,2.4,7.6,8.69,2.2
"Gerald Paddio",13.3,0.437,5.8,2.2,0.764,73,6.7,1.8,16,5.87,4.6
"Gerald Wallace",8,0.438,3.5,4.3,0.568,36,6.7,2.4,9.8,6.27,6
"Gerald Wilkins",13.9,0.514,7.1,4.2,0.655,85,6.6,2.2,17,-2.05,4.1
"Gerard King",11.9,0.532,6.3,6.3,0.644,110,6.9,3.6,16.7,-5.75,7.1
"Gerry Calabrese",7.1,0.706,5,3.6,0.746,54,5.1,2.2,12.8,1.16,NULL
"Gian Clavell",11.9,0.418,5,4.4,0.698,70,6.4,2.2,15.2,1.47,5.2
"Gilbert Arenas",12.1,0.466,5.6,4,0.738,70,6.3,2.4,15.8,11.13,3.8
"Glen Combs",16,0.466,7.5,3.8,0.78,76,1.0,2.3,17.9,-0.93,3.4
"Glen Davis",12,0.496,6,6.5,0.694,95,6.9,2.6,16.7,7.99,9.6
"Glen Gondrezick",9.8,0.474,4.6,2.9,0.727,115,6.6,3.2,11.4,1.05,7.2
"Glen Rice",8.4,0.435,3.6,2.4,0.611,87,6.5,2.2,9.9,6.27,4.8
"Glen Rice",13.1,0.569,7.5,2.8,0.797,134,6.7,1.9,18.2,9.85,6.4
"Glenn Hagan",11.4,0.476,5.4,3.5,0.735,104,6.1,2.4,13.4,-0.2,3.4
"Glenn Robinson",8.8,0.525,4.6,2.9,0.718,76,6.6,1.3,12,9.85,4.9
"Glenn Robinson",20.7,0.479,9.9,7.7,0.773,62,6.7,2.7,27.5,9.77,9.7
"God Shammgod",8.1,0.393,3.2,5.1,0.676,65,6.1,3.3,10.3,8.88,2
"Gordon Hayward",9.2,0.47,4.3,4.9,0.824,69,6.8,2.1,14.4,3.57,7.4
"Gorgui Dieng",6.1,0.545,3.3,2.7,0.64,102,6.1,2.7,8.3,8.78,7.9
"Grant Gondrezick",7.2,0.504,3.6,2.3,0.773,102,6.5,1.9,9.1,1.36,3
"Grant Hill",10.9,0.532,5.8,4.3,0.698,129,6.8,2.4,14.9,10.12,6
"Grant Jerrett",4.5,0.409,1.9,0.6,0.818,34,6.1,1.3,5.2,7.47,3.6
"Grant Long",8.7,0.549,4.8,4.7,0.725,114,6.8,3,12.9,-1.01,7.6
"Grant Riller",12.8,0.519,6.7,5,0.796,132,6.3,1.9,18.7,-1.82,3.3
"Grant Williams",10.2,0.516,5.3,6.4,0.758,104,6.7,3.2,15.7,10.15,6.5
"Granville Waiters",4.6,0.543,2.5,1.3,0.664,103,6.1,2,5.8,8.57,4.2
"Grayson Allen",9.9,0.43,4.3,4.2,0.834,142,6.4,2.1,14.1,10.27,3.2
"Greg Anderson",10,0.55,5.5,4.4,0.576,123,6.1,2.6,13.5,4.6,8.5
"Greg Anthony",9.7,0.437,4.3,4,0.707,138,6.1,2.5,12.6,5.54,3.1
"Greg Ballard",11.5,0.51,5.9,5.4,0.778,115,6.7,3.4,15.9,6.56,9.7
"Greg Brown",7.4,0.42,3.1,2.8,0.708,26,6.9,3,9.3,9.36,6.2
"Greg Buckner",11,0.504,5.6,4.3,0.665,122,6.4,2.6,14.4,9.48,4.9
"Greg Butler",7.2,0.503,3.6,2.3,0.701,117,6.1,1.6,8.9,4.91,4.2
"Greg Deane",8,0.528,4.2,3,0.741,113,6.4,2.5,10.7,3.88,3.6
"Greg Dreiling",7.3,0.568,4.1,3.4,0.731,134,7.1,3.1,10.8,6.42,5.8
"Greg Foster",6.9,0.481,3.3,2.4,0.661,100,6.1,2.8,8.2,5.48,5.2
"Greg Graham",7.5,0.514,3.8,4.6,0.766,132,6.4,2,12,10.64,3.1
"Greg Kelser",13.2,0.541,7.1,5.1,0.634,115,6.7,NULL,17.5,6.99,9.5
"Greg Kite",5.8,0.452,2.6,2.4,0.504,112,6.1,3.3,6.4,4.28,7.6
"Greg Lee",4.6,0.462,2.1,1.9,0.802,88,6.4,1,5.8,6.04,1.5
"Greg Minor",9.3,0.507,4.7,3,0.739,95,6.6,1.6,12.6,8.12,5.6
"Greg Monroe",9.8,0.543,5.3,5.5,0.677,65,6.1,2.5,14.5,9.26,8.2
"Greg Oden",9.6,0.616,5.9,6.1,0.628,32,7.1,2.7,15.7,9.03,9.6
"Greg Ostertag",5.6,0.55,3.1,2.5,0.604,127,7.2,2.1,7.6,9.83,6.1
"Greg Smith",7.8,0.575,4.5,4.7,0.564,64,6.1,2.8,11.6,0.94,6.9
"Greg Smith",10,0.482,4.8,3.3,0.556,79,6.5,3.4,11.4,-0.18,11.8
"Greg Stiemsma",2,0.545,1.1,0.6,0.759,95,6.1,1.6,2.7,7.63,2.3
"Greg Stokes",10.8,0.545,5.9,4.6,0.646,120,6.1,2.8,14.7,6.92,6.7
"Greg Sutton",20.1,0.379,7.6,5.6,0.656,28,6.2,3.7,21.9,6.55,4.3
"Greg Whittington",5.6,0.424,2.4,1.5,0.62,46,6.8,2.1,6.5,7.64,4
"Greivis Vasquez",13,0.425,5.5,3.9,0.828,136,6.6,2.2,16,7.95,4.8
"Guillermo Diaz",12.4,0.448,5.5,3.9,0.74,93,6.2,1.8,15.9,6.02,3.4
"Gus Bailey",8.7,0.511,4.4,5.8,0.595,76,6.5,2.2,12.3,4.92,5.8
"Gus Gerard",15.8,0.474,7.5,4.2,0.708,52,6.8,3.5,17.9,6.3,9.3
"Gus Johnson",19,0.429,8.2,4.6,0.59,23,6.6,2.8,19,-2.36,20.3
"Gus Williams",14.4,0.469,6.7,3.6,0.707,82,6.2,2.6,16.1,6.32,4.2
"Guy Morgan",6.3,0.564,3.5,4.1,0.71,113,6.8,3.2,10,7.86,6.2
"Guy Rodgers",18.7,0.421,7.9,6.1,0.638,90,6.1,1.6,19.6,0.52,6.5
"Guy Rucker",6.8,0.499,3.4,1.9,0.644,92,6.1,1.3,8,8.79,4.3
"Guy Williams",11.2,0.47,5.2,2.5,0.632,99,6.9,2.7,12.1,3.8,5.1
"Hakeem Olajuwon",8.3,0.639,5.3,4.8,0.555,100,7.1,3.2,13.3,5.8,10.7
"Hakim Warrick",10.6,0.536,5.7,5.9,0.659,135,6.9,2.4,15.4,7.34,7.6
"Hal Greer",13.7,0.545,7.5,5.8,0.759,71,6.2,2.8,19.4,-4.03,10.8
"Hamady N'Diaye",4,0.539,2.2,2.5,0.592,124,7.1,2.7,5.8,6.36,5.5
"Hamidou Diallo",8.5,0.428,3.6,3.4,0.616,37,6.5,2.6,10,10.73,3.6
"Hank McDowell",6.8,0.475,3.2,3.4,0.668,96,6.9,2.6,8.7,3.29,5.9
"Hanno Mottola",9,0.5,4.5,3.7,0.774,120,6.1,2.8,12.4,4.49,4.6
"Harley Swift",15.9,0.445,7.1,5,0.755,76,6.3,2.8,18,-1.92,5.3
"Harold Happy Hairston",16.1,0.518,8.4,6.3,0.681,64,6.7,2.9,21,-0.37,12.3
"Harold Jamison",5.8,0.609,3.5,4.6,0.541,129,6.8,2.6,9.5,8.96,7.3
"Harold Keeling",11.9,0.496,5.9,4.8,0.702,114,6.4,1.9,15.2,1.29,4.1
"Harold Miner",17.5,0.453,7.9,6.9,0.814,87,6.5,2,23.5,6.19,5.4
"Harold Pressley",9.3,0.488,4.5,3.7,0.695,135,6.7,2.8,11.6,6.55,7.5
"Harrison Barnes",13.6,0.43,5.8,4.3,0.734,75,6.8,1.9,16.3,8.61,5.5
"Harry Bud Grant",NULL,NULL,3.1,1.7,1.175,34,6.2,1.3,8.3,1.32,NULL
"Harry Davis",10.1,0.584,5.9,3.5,0.613,108,6.7,2.8,14,0.66,6.8
"Harry Giles",3,0.577,1.7,0.9,0.5,26,6.1,2.2,3.9,10.91,3.8
"Harvey Catchings",13.3,0.525,7,4.4,0.634,76,6.9,3.7,16.7,-6.03,11.1
"Harvey Grant",11.8,0.537,6.3,3.6,0.713,101,6.8,2.3,15.2,7.38,8.2
"Hasheem Thabeet",5.9,0.611,3.6,5,0.625,100,7.3,2.6,10.3,7.14,8.5
"Hassan Adams",11.6,0.499,5.8,2.7,0.704,130,6.4,2,14,8.42,5.4
"Hassan Whiteside",9.4,0.524,4.9,5.5,0.588,34,7.1,2.4,13.1,1.57,8.9
"Hassani Gravett",6.3,0.385,2.4,1.7,0.714,97,6.2,1.8,7.2,9.67,3
"Hawkeye Whitney",13.9,0.507,7.1,4,0.671,117,6.5,2.5,16.8,6.58,5.6
"Haywoode Workman",14.8,0.425,6.3,5.1,0.788,85,6.2,3,17.7,1.92,5.2
"Henry Akin",16.2,0.504,8.1,5.1,0.815,41,6.9,3.2,20.5,-7.62,12
"Henry Bibby",12.8,0.443,5.7,3.7,0.823,90,6.1,2.2,14.4,5.28,3.5
"Henry Ellenson",13.2,0.446,5.9,5.8,0.749,33,6.1,2.5,17,5.57,9.7
"Henry Finkel",15,0.619,9.3,7,0.731,83,6.1,3.4,23.7,3.36,13.3
"Henry Sims",3.7,0.479,1.8,2,0.654,121,6.1,1.7,4.9,9.15,3.2
"Henry Turner",9.6,0.467,4.5,3.6,0.673,114,6.7,2.3,11.7,2.79,5.5
"Henry Walker",12.3,0.456,5.6,4.4,0.727,37,6.6,3.2,15.3,6.66,6
"Henry Williams",15.7,0.434,6.8,3,0.82,57,6.6,2.8,16.1,1.62,6.9
"Herb Jones",6,0.441,2.6,3,0.604,129,6.8,2.9,7.3,9.44,4.9
"Herb Williams",14.7,0.499,7.3,4.5,0.669,114,6.1,2.4,17.6,8.92,9.7
"Herman Gilliam",13.4,0.464,6.2,4.4,0.808,70,6.3,2.7,16,5.35,9.1
"Hersey Hawkins",16.3,0.539,8.8,6.8,0.806,125,6.3,2.5,24.1,2.85,6.5
"Hilton Armstrong",3.1,0.563,1.7,2.1,0.578,131,6.1,2.1,4.7,7.4,3.9
"Hiram Fuller",5.2,0.503,2.6,3.4,0.649,60,6.9,2.9,7.4,2.82,6.4
"Hollis Copeland",12.6,0.515,6.5,2.6,0.619,121,6.6,NULL,14.6,0.24,7
"Hollis Thompson",6.5,0.478,3.1,1.7,0.676,99,6.8,2.3,8.7,9.21,4.1
"Horace Grant",9,0.598,5.4,4.4,0.704,122,6.1,2.8,12.8,5.45,6.6
"Hot Rod Williams",11.2,0.549,6.1,5.1,0.731,115,6.1,2.4,16,4.56,7
"Howard Carter",12.7,0.495,6.3,3.3,0.789,128,6.5,2.6,15.2,7.2,4.4
"Howard Eisley",9.5,0.444,4.2,3.8,0.784,126,6.2,2.8,12.9,7.72,3.3
"Howard Nathan",8.5,0.406,3.5,3.5,0.723,52,5.1,2.4,10.5,-0.06,2.5
"Howard Porter",18.9,0.492,9.3,5.7,0.735,89,6.8,2.8,22.8,3.76,14.9
"Howard Wood",7.7,0.509,3.9,3.2,0.802,115,6.7,2.2,10.4,7.08,5.2
"Howard Wright",8.6,0.553,4.8,5.3,0.63,124,6.8,NULL,12.9,6.05,6.9
"Hubert Davis",8.2,0.498,4.1,2.7,0.819,137,6.5,0.9,11.8,11.1,1.8
"Hutch Jones",7.4,0.606,4.5,3.6,0.719,82,6.8,3.2,11.5,5.93,5.5
"Ian Clark",10.6,0.484,5.1,2,0.81,133,6.3,2.1,14.4,-2.5,2.9
"Ian Lockhart",6,0.521,3.1,2.6,0.632,110,6.8,2.5,7.9,6.89,6
"Ignas Brazdeikis",11,0.462,5.1,4.1,0.773,37,6.7,2.1,14.8,10.55,5.4
"Ike Anigbogu",3.5,0.564,2,1.5,0.535,29,6.1,2.5,4.7,6.39,4
"Ike Diogu",11.9,0.571,6.8,9.4,0.786,91,6.8,2.8,21.4,6.66,8.8
"Iman Shumpert",10.6,0.396,4.2,4.1,0.738,92,6.5,2.7,12.7,7.34,4.5
"Ime Udoka",7.2,0.377,2.7,3.4,0.717,45,6.6,NULL,8.5,0.7,4.8
"Immanuel Quickley",7.1,0.403,2.9,3.3,0.895,67,6.3,1.7,10.1,8.87,2.9
"Ira Bowman",6.6,0.502,3.3,3.4,0.681,98,6.5,NULL,9.4,0.8,2.7
"Ira Harge",14.2,0.484,6.9,7.9,0.64,54,6.8,3.1,18.8,1.82,11.8
"Ira Newble",7.1,0.548,3.9,1.7,0.643,58,6.7,2.5,8.9,0.72,6.4
"Irving Thomas",6.7,0.493,3.3,2.9,0.668,109,6.8,2.7,8.6,7.19,4.9
"Isaac Austin",10.3,0.559,5.8,5.4,0.637,61,6.1,2.9,15,7.97,7.4
"Isaac Fontaine",11.8,0.487,5.8,4.4,0.775,120,6.4,NULL,16.7,7.48,4.1
"Isaac Humphries",2.1,0.473,1,0.7,0.65,61,7.1,1.7,2.4,9.67,2.7
"Isaac Okoro",8.7,0.514,4.5,4.8,0.672,28,6.6,2.7,12.9,7.39,4.4
"Isaiah Briscoe",9.3,0.455,4.2,3.9,0.555,70,6.3,2.7,10.9,9.67,5.4
"Isaiah Canaan",10.7,0.45,4.8,4.5,0.803,132,6.1,1.8,15.5,-3.56,2.8
